name,developer,date,platform,total_sales,NA_sales,PAL_sales,japan_sales,other_sales
"The Wizardry Trilogy: Scenarios I, II & III",Sir-Tech Software Inc.,01st Jan 87,PC,,,,,
The Wonderful End of the World,Dejobaan Games,25th Jan 08,PC,,,,,
The Woodleys Summer Sports,Eidos Interactive,15th Aug 08,DS,,,,,
The World of Cars Online,Disney Online,,PC,,,,,
The World of Golden Eggs: Nori Nori Rhythm Kei,AQ Interactive,26th Jun 08,Wii,,,,,
The Worm in Paradise,"Level 9 Computing, Ltd.",,PC,,,,,
The X Files Game,HyperBole Studios,31st May 98,PC,,,,,
The X Files: Unrestricted Access,Fox Interactive,01st Jan 98,PC,,,,,
The X-Factor: Sing,Lago,21st Oct 05,PC,,,,,
The X-Factor: Sing,Lago,21st Oct 05,PS2,,,,,
The X-Files Game,HyperBole Studios,31st May 98,PC,,,,,
The Yakyuu Ken Special: Konya wa 12-kai Ikusa,Societa Daikanyama,28th Jul 95,SAT,,,,,
The Yakyuuken Special,Soshietta,11th Nov 94,3DO,,,,,
The Young Indiana Jones Chronicles,LucasArts,01st Dec 92,NES,,,,,
THE ZOMBIE SHOTGUN MASSACRE,DarthCheesiest,25th Aug 10,XBL,,,,,
THE ZOMBIE SHOTGUN MASSACRE 2,DUALHAZE,12th Nov 10,XBL,,,,,
TheAmazingRumblingHypnoDisc,Aztec,21st Jul 09,XBL,,,,,
Theatre Of The Absurd,Unknown,10th Dec 12,PC,,,,,
Theatre Wars: Goraku no Dendou,Scitron & Art,14th May 94,3DO,,,,,
Theatrhythm Final Fantasy: All-Star Festival,Square Enix,31st Dec 20,Arc,,,,,
Their Finest Hour: The Battle of Britain,LucasArts,01st Jan 89,PC,,,,,
Theme Aquarium,Bullfrog Productions,17th Dec 98,PS,,,,,
Theme Aquarium,Bullfrog Productions,24th Sep 09,PSN,,,,,
Theme Hospital,Krisalis Software,31st Aug 10,PSN,,,,,
Theme Park,Bullfrog Productions,01st Jan 94,3DO,,,,,
Theme Park,Bullfrog Productions,01st Jan 95,GEN,,,,,
Theme Park,Bullfrog Productions,11th Nov 96,SNES,,,,,
Theme Park,Bullfrog Productions,01st Mar 95,AJ,,,,,
Theme Park,Bullfrog Productions,31st Dec 20,SCD,,,,,
Theme Park,Bullfrog,01st Jan 94,PC,,,,,
Theme Park,Bullfrog Productions,06th Nov 08,PSN,,,,,
There Came an Echo,Unknown,24th Feb 15,XOne,,,,,
There Came an Echo,Unknown,24th Feb 15,PS4,,,,,
There Came an Echo,Unknown,24th Feb 15,PC,,,,,
There Will Be Brains,DavidParker,05th Oct 11,XBL,,,,,
Thexder,"Game Arts Co., Ltd.",01st Jan 87,PC,,,,,
Thexder NEO,Square Enix,28th Jan 10,PSN,,,,,
Thexder NEO (PSP),Square Enix,01st Oct 09,PSN,,,,,
They,Metropolis Software,31st Dec 20,PS3,,,,,
They,Metropolis Software,31st Dec 20,PC,,,,,
They,Metropolis Software,31st Dec 20,X360,,,,,
They Breathe,Unknown,23rd May 14,PC,,,,,
They Breathe,Unknown,06th Dec 11,X360,,,,,
They Came From the Ground,malgorithms,31st Oct 09,XBL,,,,,
They Need To Be Fed,Unknown,25th Mar 14,PC,,,,,
Thief II: The Metal Age,Looking Glass,29th Feb 00,PC,,,,,
Thimbleweed Park,Unknown,01st Jan 17,Linux,,,,,
Thimbleweed Park,Unknown,01st Jan 17,OSX,,,,,
Thimbleweed Park,Unknown,01st Jan 17,PC,,,,,
Think: Train Your Brain,Eidos Interactive,26th Jun 09,DS,,,,,
Thinking with Time-Machine,Unknown,14th Apr 14,OSX,,,,,
Thinking with Time-Machine,Unknown,14th Apr 14,PC,,,,,
thinkSMART: Advanced,Conspiracy Entertainment,15th Jun 10,DS,,,,,
thinkSMART: Scotland Yard,Ravensburger,,DS,,,,,
This is Football,SCEE London Studio,01st Dec 99,PS,,,,,
This is Football 2,SCEE London Studio,03rd Nov 00,PS,,,,,
This is Football Management,Sports Director,11th Feb 10,PSN,,,,,
This Is Vegas,Surreal Software,,X360,,,,,
This Is Vegas,Surreal Software,,PC,,,,,
This Is Vegas,Surreal Software,,PS3,,,,,
This War of Mine,11 bit studios,14th Nov 14,OSX,,,,,
This War of Mine,11 bit studios,14th Nov 14,PC,,,,,
This War of Mine,11 bit studios,14th Nov 14,Linux,,,,,
This War of Mine,11 bit studios,14th Jul 15,And,,,,,
Thomas the Tank Engine & Friends,Unknown,01st Jan 93,GEN,,,,,
Thomas the Tank Engine & Friends,Unknown,01st Jan 93,SNES,,,,,
Thomas Was Alone,Mike Bithell Games,23rd Apr 13,PSV,,,,,
Thomas Was Alone,Mike Bithell Games,23rd Apr 13,PS3,,,,,
Thomas Was Alone,Mike Bithell Games,24th Jul 12,OSX,,,,,
Thomas Was Alone,Mike Bithell Games,24th Jul 12,Linux,,,,,
Thor: God of Thunder,Red Fly Studio,,PSP,,,,,
Thor: God of Thunder,Liquid Entertainment,01st Jan 70,PC,,,,,
Thor: The Dark World - The Official Game,Unknown,31st Oct 13,And,,,,,
Thorium Wars,Big John Games,05th Oct 09,DSiW,,,,,
Thorium Wars: Attack of the Skyfighter,Big John Games,28th Aug 14,3DS,,,,,
Thoroughbred Breeder III,Hector,18th Oct 96,SNES,,,,,
Thoroughbred Breeder: The Coquest of the World,Hector,23rd Apr 98,PS,,,,,
Threads of Fate,SquareSoft,19th Apr 11,PSN,,,,,
ThreadSpace: Hyperbol,iocaine studios,12th Jul 07,PC,,,,,
Three Dead Zed,Gentleman Squid Studio,07th Jul 14,PC,,,,,
Three Dead Zed,Gentleman Squid Studio,07th Jul 14,Linux,,,,,
Three Dirty Dwarves,Appaloosa Interactive,15th Oct 96,SAT,,,,,
Three Dirty Dwarves,Appaloosa Interactive,01st Jan 96,PC,,,,,
Three Sisters' Story,"JAST Co., Ltd.",01st Jan 99,PC,,,,,
Threes!,Unknown,12th Mar 14,And,,,,,
Threes!,Sirvo LLC,05th Dec 14,XOne,,,,,
Threshold,Tigervision,01st Jan 82,2600,,,,,
Thrillville,Frontier Developments,21st Nov 06,XB,,,,,
Thrillville: Off the Rails,Frontier Developments,30th Sep 09,PSN,,,,,
Throne of Fire,Unknown,01st Jan 86,C64,,,,,
Throne of Fire,Unknown,01st Jan 87,ACPC,,,,,
Throne of Fire,Unknown,01st Jan 14,ZXS,,,,,
Throne Rush,Unknown,10th Oct 13,BRW,,,,,
Throne Rush,Unknown,23rd Oct 13,And,,,,,
Throw Trucks With Your Mind!,Unknown,01st Apr 14,OSX,,,,,
Throw Trucks With Your Mind!,Unknown,01st Apr 14,PC,,,,,
ThruSpace,Keys Factory,18th Oct 10,WW,,,,,
Thunder & Lightning,Visco,01st Dec 90,NES,,,,,
Thunder Blade,NEC Avenue,07th Dec 90,PCE,,,,,
Thunder Blade,Sega,01st Jan 88,MS,,,,,
Thunder Brigade,Bluemoon Interactive,28th Dec 98,PC,,,,,
Thunder Force,"TechnoSoft Co., Ltd.",01st Jan 84,PC,,,,,
Thunder Force Gold Pack 1,"TechnoSoft Co., Ltd.",27th Sep 96,SAT,,,,,
Thunder Force Gold Pack 2,"TechnoSoft Co., Ltd.",06th Dec 96,SAT,,,,,
Thunder Force II,"TechnoSoft Co., Ltd.",14th Aug 89,GEN,,,,,
Thunder Force III,"TechnoSoft Co., Ltd.",01st Jan 90,GEN,,,,,
Thunder Force V,"TechnoSoft Co., Ltd.",11th Jul 97,SAT,,,,,
Thunder Force V: Perfect System,"TechnoSoft Co., Ltd.",24th Feb 10,PSN,,,,,
Thunder Spirits,Toshiba EMI,01st Jun 92,SNES,,,,,
Thunder Truck Rally,Reflections Interactive,01st Jan 97,PC,,,,,
Thunder Wolves,Unknown,15th May 13,PC,,,,,
Thunder Wolves,Unknown,13th Aug 13,PS3,,,,,
Thunder Wolves,Unknown,12th Jun 13,X360,,,,,
Thunderbirds,Pukka Games,01st Dec 00,GB,,,,,
Thunderbirds,Pack-In-Video,01st Sep 90,NES,,,,,
Thunderbirds,Pukka Games,06th Jul 07,PS2,,,,,
Thunderbirds: International Rescue,Pukka Games,07th Dec 01,GBA,,,,,
Thunderbirds: Vault of Doom,Europress,28th Mar 02,PC,,,,,
Thundercade,Micronics,01st Jul 89,NES,,,,,
THUNDERCATS,Unknown,30th Oct 12,DS,,,,,
Thunderground,Sega,01st Jan 83,2600,,,,,
ThunderStrike 2,Core Design Ltd.,01st Jan 96,SAT,,,,,
Tiara,Symphony,31st Jul 09,PC,,,,,
Tibor: Tale of a Kind Vampire,Cateia Games,,PC,,,,,
TIC: Part 1,RedCandy Games,21st Jun 11,XBL,,,,,
Ticket to Ride,"Next Level Games, Inc.",25th Jun 08,XBL,,,,,
TicTacToe,Aztec,06th Jun 09,XBL,,,,,
Tidalis,"Arcen Games, LLC",16th Jul 10,PC,,,,,
Tides of War,Devil's Thumb Entertainment,01st Jan 99,PC,,,,,
Tiestru,Unknown,20th Aug 14,PC,,,,,
Tiger Road,Victor Interactive Software,01st Jan 90,PCE,,,,,
Tiger Storm,Omer,,XBL,,,,,
Tiger Trouble,GameShastra,22nd Dec 09,PSN,,,,,
Tiger Woods PGA Tour 08,EA Salt Lake,,PC,,,,,
Tiger Woods PGA Tour 10,EA Tiburon,30th Sep 09,PSN,,,,,
Tiger Woods PGA Tour 12: The Masters,Electronic Arts,06th Sep 11,PC,,,,,
Tiger Woods PGA Tour 2000,Rainbow Studios,29th Feb 00,PC,,,,,
Tiger Woods PGA Tour 2000,Xantera,01st Jan 00,GB,,,,,
Tiger Woods PGA Tour 2001,Headgate Studios,06th Nov 00,PC,,,,,
Tiger Woods PGA Tour 2002,Headgate Studios,24th Feb 02,PC,,,,,
Tiger Woods PGA Tour 2003,Headgate Studios,31st Oct 02,PC,,,,,
Tiger Woods PGA Tour 2004,Backbone Emeryville,24th Jun 04,NGage,,,,,
Tiger Woods PGA Tour Golf,EA Sports,13th Nov 00,PS,,,,,
Tiger-Heli,Micronics,01st Sep 87,NES,,,,,
TigerShark,n-Space,01st Jan 97,PC,,,,,
Tigger's Honey Hunt,Doki Denki,01st Apr 01,PC,,,,,
Tiki Monkeys,Unknown,31st Dec 13,And,,,,,
Tiki Towers,RealNetworks,22nd Dec 08,WW,,,,,
Tile Temple Tactics,Unknown,24th Apr 14,And,,,,,
Tiles of Fate,C&E Inc.,01st Jan 90,NES,,,,,
Tilk: Aoi Umi kara Kita Shoujo,TGL,25th Apr 97,PS,,,,,
Tilk: Aoi Umi kara Kita Shoujo,TGL,23rd Dec 97,SAT,,,,,
Tilk: Aoi Umi kara Kita Shoujo,TGL,22nd Apr 09,PSN,,,,,
Tilt to Live 2: Redonkulous,Unknown,24th Feb 14,And,,,,,
Tilt!,NMS Software,01st Jan 97,PS,,,,,
Tim Stockdale's Riding Star,DTP Entertainment,19th Sep 08,PS2,,,,,
Tim Stockdale's Riding Star,DTP Entertainment,19th Sep 08,PC,,,,,
Timberman,Unknown,15th May 14,And,,,,,
Time and Tune,Justin Le Clair,14th Apr 09,XBL,,,,,
Time Bokan Series: Bokan Densetsu,Alpha Unit,27th Apr 00,WS,,,,,
Time Bokan Series: Bokan to Ippatsu! Doronbo,Banpresto,29th Nov 96,PS,,,,,
Time Bokan: Yattaman,Banpresto,01st Jan 01,PS,,,,,
Time Commando,Adeline Software,12th Mar 98,SAT,,,,,
Time Commando,Adeline Software,31st Jul 96,PC,,,,,
Time Cruise,Sankindo,01st Jan 92,PCE,,,,,
Time Flows But Does Not Return,The Shape of Games to Come,25th Apr 09,XBL,,,,,
Time Gal,Wolf Team,01st Jan 93,SCD,,,,,
"Time Gentlemen, Please!",Zombie Cow Studios,22nd Jun 09,PC,,,,,
TiME K,team GARAGE,,XBL,,,,,
Time Killers,Incredible Technologies,01st Jan 96,GEN,,,,,
Time Lord,Rare Ltd.,01st Sep 90,NES,,,,,
Time Mysteries: The Final Enigma,Big Fish Games,13th Jan 13,PC,,,,,
Time of Defiance,Nicely Crafted,28th Sep 04,PC,,,,,
Time of Fury,Slitherine,19th Nov 11,PC,,,,,
Time of War,Oniric Games,01st Jan 70,PC,,,,,
Time Pilot,Konami,01st Jan 83,2600,,,,,
Time Pilot,Digital Eclipse,30th Aug 06,XBL,,,,,
Time Soldiers,Alpha Denshi,01st Jan 88,MS,,,,,
Time Stalkers,Climax Entertainment,30th Sep 99,DC,,,,,
Time To Escape,Unknown,09th Sep 14,And,,,,,
Time Twist: Rekishi no Katasumi de... (FDS),Pax Softnica,26th Jul 91,NES,,,,,
Time Warp,Zellers,,2600,,,,,
Timeball,Hudson Soft,01st Jan 90,PCE,,,,,
Timelapse,GTE Interactive Media,30th Sep 96,PC,,,,,
TimeO,ZootFly,,PS3,,,,,
TimeO,ZootFly,,X360,,,,,
TimeO,ZootFly,,Wii,,,,,
Timequest,Legend Entertainment,,PC,,,,,
Times of Lore,Origin Systems,01st May 91,NES,,,,,
Times of Lore,Origin Systems,01st Jan 89,PC,,,,,
TimeSplitters 4,Free Radical Design,,PS3,,,,,
Tin Soldiers: Julius Caesar,Koios Works,25th Apr 05,PC,,,,,
Tin Star,Software Creations,01st Nov 94,SNES,,,,,
Tingle no Balloon Fight DS,Vanpool,01st Apr 07,DS,,,,,
Tinhead,MicroProse,01st Jan 93,GEN,,,,,
Tintin in Tibet,Infogrames,14th Dec 95,SNES,,,,,
Tintin in Tibet,Infogrames,01st Jan 95,GB,,,,,
Tintin in Tibet,Infogrames,01st Jan 95,GEN,,,,,
Tintin in Tibet,Infogrames,01st Jan 95,GG,,,,,
Tintin in Tibet,Infogrames,,MS,,,,,
Tintin in Tibet,Infogrames,01st Jan 94,PC,,,,,
Tintin in Tibet (GBC),Bit Managers,03rd Dec 01,GB,,,,,
Tintin: Prisoner of the Sun,Bit Managers,08th Sep 00,GB,,,,,
Tintin: Prisoners of the Sun,Infogrames,01st Jan 97,SNES,,,,,
Tiny Barbarian DX,Unknown,03rd Dec 13,PC,,,,,
Tiny Brains,Spearhead Entertainment,11th Dec 13,PC,,,,,
Tiny Brains,Spearhead Entertainment,07th Jan 14,PS3,,,,,
Tiny Brains,Spearhead Entertainment,03rd Dec 13,PS4,,,,,
Tiny Bullets,Contrail,13th Apr 00,PS,,,,,
Tiny Dice Dungeon,Unknown,11th May 14,And,,,,,
Tiny Dungeon: Birth for Yours,Rosebleu,29th Jul 11,PC,,,,,
Tiny Games - Knights & Dragons,Unknown,01st May 14,3DS,,,,,
Tiny Token Empires,BiP media,,PSN,,,,,
Tiny Toon Adventures,Konami,01st Dec 91,NES,,,,,
Tiny Toon Adventures 2: Montana's Movie Madness,Konami,01st Nov 93,GB,,,,,
Tiny Toon Adventures 2: Trouble in Wackyland,Konami,01st Apr 93,NES,,,,,
Tiny Toon Adventures: ACME All-Stars,Konami,01st Jan 94,GEN,,,,,
Tiny Toon Adventures: Babs' Big Break,Konami,01st Feb 92,GB,,,,,
Tiny Toon Adventures: Buster and the Beanstalk,Terraglyph Interactive Studios,01st Jan 96,PC,,,,,
Tiny Toon Adventures: Buster Busts Loose!,Konami,01st Feb 93,SNES,,,,,
Tiny Toon Adventures: Buster Saves the Day,Warthog,29th Jul 01,GB,,,,,
Tiny Toon Adventures: Buster's Hidden Treasure,Konami,01st Jan 93,GEN,,,,,
Tiny Toon Adventures: Cartoon Workshop,Novotrade,01st Dec 92,NES,,,,,
Tiny Toon Adventures: Dizzy's Candy Quest,Formula,01st Jan 01,GB,,,,,
Tiny Toon Adventures: Scary Dreams,"Treasure Co., Ltd.",01st Jan 06,GBA,,,,,
Tiny Toon Adventures: Wacky Sports,Konami,01st Dec 94,GB,,,,,
Tiny Toon Adventures: Wacky Sports Challenge,Konami,01st Dec 94,SNES,,,,,
Tiny Toons: Defenders of the Universe,"Treasure Co., Ltd.",,PS2,,,,,
Tiny Touchdown,Unknown,20th Mar 14,And,,,,,
Tiny Troopers Joint Ops,Unknown,18th Nov 14,PS4,,,,,
Tiny Troopers Joint Ops,Unknown,18th Nov 14,PSV,,,,,
Tiny Troopers Joint Ops,Unknown,18th Nov 14,PS3,,,,,
Tip Off,Enigma Variations,01st Jan 93,GB,,,,,
TiQal,"SlapDash Games, LLC",26th Mar 08,XBL,,,,,
Titan,ISCO,15th Mar 91,PCE,,,,,
Titan,Titus,10th Aug 90,NES,,,,,
Titan Souls,Acid Nerve,14th Apr 15,PSV,,,,,
Titan Souls,Acid Nerve,14th Apr 15,PS4,,,,,
Titanic Mystery,PlayV,05th Feb 10,PC,,,,,
Titanic: Hidden Expedition,Unknown,26th Jun 14,3DS,,,,,
Title Match Pro Wrestling,Absolute Entertainment,01st Jan 89,7800,,,,,
Title Match Pro Wrestling,Absolute Entertainment,01st Jan 87,2600,,,,,
Titus the Fox,Aqua Pacific,01st Jun 93,GB,,,,,
Titus the Fox (GBC),Aqua Pacific,01st Nov 00,GB,,,,,
TMNT,Ubisoft Montreal,20th Mar 07,PS2,,,,,
TMNT,Ubisoft Montreal,20th Mar 07,GBA,,,,,
TMNT,Ubisoft Montreal,20th Mar 07,GC,,,,,
TMNT,Ubisoft Montreal,20th Mar 07,PC,,,,,
TMNT,Ubisoft Montreal,24th Jun 09,PSN,,,,,
TMNT,Ubisoft Montreal,16th Nov 10,XBL,,,,,
TMNT: Mutant Melee,Konami Computer Entertainment Hawaii,28th Mar 05,PC,,,,,
TNA iMPACT: Cross the Line,Point of View,22nd Jun 10,PSN,,,,,
TNN Bass Tournament of Champions,Gaps,01st Nov 94,SNES,,,,,
TNN Bass Tournament of Champions,Imagitec Design,01st Jan 93,GEN,,,,,
TNN Motor Sports Hardcore 4x4,Gremlin Interactive,01st Jan 96,SAT,,,,,
TNN Motor Sports Hardcore 4x4,Gremlin Interactive,01st Apr 10,PSN,,,,,
TNN Motor Sports Hardcore TR,Eutechnyx,02nd Dec 99,PS,,,,,
TNN Motorsports HardCore Heat,CRI,09th Sep 99,DC,,,,,
TNN Outdoors Bass Tournament '96,Imagitec Design,01st Jan 96,GEN,,,,,
TNN Outdoors Fishing Champ,Starfish,01st Dec 99,GB,,,,,
TNN Outdoors Pro Hunter,DreamForge Intertainment,30th Nov 98,PC,,,,,
TNN Outdoors Pro Hunter 2,Monolith Productions,11th Apr 99,PC,,,,,
TNT Racers,Keen Games,09th Feb 11,XBL,,,,,
TNT Racers,Keen Games,,WW,,,,,
TNT Racers,Keen Games,23rd Feb 11,PSN,,,,,
TNT Racers (PSP),Keen Games,15th Feb 11,PSN,,,,,
To End All Wars,Chemistry/Kuju Entertainment,,X360,,,,,
To End All Wars,Chemistry/Kuju Entertainment,,PS3,,,,,
To End All Wars,Slitherine,29th Aug 14,PC,,,,,
To Heart,Leaf,23rd May 97,PC,,,,,
To Heart,Unknown,27th Oct 11,PSP,,,,,
To Heart 2,Leaf,09th Dec 05,PC,,,,,
To Heart 2,Leaf,28th Dec 04,PS2,,,,,
To Heart 2,Unknown,30th Jul 09,PSP,,,,,
To Heart 2,Unknown,22nd Sep 11,PS3,,,,,
To Heart 2 Portable,Unknown,27th Dec 12,PC,,,,,
To Heart 2: Another Days,Leaf,29th Feb 08,PC,,,,,
To Heart Portable,Unknown,,PC,,,,,
To The Earth,Nintendo,01st Nov 89,NES,,,,,
Toad Man's Bizarre Quest,Silver Dollar Games,07th Mar 10,XBL,,,,,
Toaru Kanojo no Netorare Kiroku,Miel,24th Jun 11,PC,,,,,
Toast Time,Unknown,06th Feb 14,And,,,,,
Toast Time,Force Of Habit,27th Aug 14,PC,,,,,
Tobe's Vertical Adventure,rayteoactive,05th Jan 10,XBL,,,,,
Tobe's Vertical Adventure,Secret Base,18th Jul 11,PC,,,,,
Tobidase Daisakusen (FDS),Square,12th Mar 87,NES,,,,,
Tobidase! Trouble Hanafuda Douchuuki,HuneX,19th Apr 07,PSP,,,,,
Tobuscus Adventures,Unknown,01st Jan 14,PC,,,,,
Tobuscus Adventures,Unknown,01st Jan 14,And,,,,,
TOCA Championship Racing,Unknown,29th Aug 98,PC,,,,,
ToCA Race Driver,Codemasters,,PS2,,,,,
TOCA Touring Car Championship,Spellbound,01st Nov 00,GB,,,,,
TOCA World Touring Cars,Codemasters,07th Mar 03,GBA,,,,,
Todd McFarlane's Spawn: The Video Game,Ukiyotei,01st Oct 95,SNES,,,,,
Todd's Adventures in Slime World,Epyx,01st Jan 92,Lynx,,,,,
Todd's Adventures in Slime World,Epyx,01st Jan 91,GEN,,,,,
TOEIC Test Eitango Speed Master DS,Creative Core,30th Apr 09,DS,,,,,
TOEIC Test Kousiki DS Training,IE Institute,27th Aug 09,DS,,,,,
Toeic Test Portable,Unknown,22nd Mar 12,PSP,,,,,
TOEIC Test Super Coach @DS,Kirihara Shoten,25th Feb 10,DS,,,,,
Toeic Test: Chousoku Training,Unknown,05th Apr 12,3DS,,,,,
Toeic Test: Jissen Tokkun,Unknown,22nd Mar 12,PSV,,,,,
ToeJam & Earl,ToeJam & Earl Productions,13th Mar 92,PC,,,,,
ToeJam & Earl (Genesis),Sega,10th Jan 11,PC,,,,,
ToeJam & Earl in Panic on Funkotron,Sega,10th Jan 11,PC,,,,,
ToeJam & Earl,ToeJam & Earl Productions,12th Mar 92,GEN,,,,,
ToeJam & Earl,ToeJam & Earl Productions,25th Dec 06,VC,,,,,
ToeJam & Earl,Backbone Entertainment,,XBL,,,,,
ToeJam & Earl in Panic on Funkotron,ToeJam & Earl Productions,01st Apr 93,GEN,,,,,
ToeJam & Earl in Panic on Funkotron,ToeJam & Earl Productions,04th Jun 07,VC,,,,,
Togainu no Chi: True Blood Portable,Nitroplus,23rd Dec 10,PSP,,,,,
Toilet Kids,Media Rings,06th Mar 92,PCE,,,,,
Toilet no Jo-Kamisama,Authering Heaven,23rd Jun 00,PC,,,,,
Toki,Atari,01st Jan 92,Lynx,,,,,
Toki o Kanaderu Waltz,Debo no Su Seisakusho,29th Jul 11,PC,,,,,
Toki o Koeta Tegami,Thinking Rabbit,28th May 94,3DO,,,,,
Toki Tori,Two Tribes,12th Sep 01,GB,,,,,
Toki Tori,Two Tribes,02nd Jun 08,WW,,,,,
Toki Tori 2,Unknown,04th Apr 13,WiiU,,,,,
Toki Tori 2,Unknown,01st Jan 14,PC,,,,,
Toki: Going Ape Spit,TAD Corporation,01st Jan 91,GEN,,,,,
Tokimeki Card Paradise: Koi no Royal Straight Flush,Sonnet,26th Jan 96,PCFX,,,,,
Tokimeki Check-in!,Crowd,09th Aug 01,PC,,,,,
Tokimeki Mahjong Paradise Special,Sonnet,01st Mar 96,3DO,,,,,
Tokimeki Memorial,Konami,27th May 94,PCE,,,,,
Tokimeki Memorial 2 Substories: Dancing Summer Vacation,KCET,28th Sep 00,PS,,,,,
Tokimeki Memorial 2 Substories: Leaping School Festival,KCET,29th Mar 01,PS,,,,,
Tokimeki Memorial 2 Substories: Memories Ringing On,Konami,30th Aug 01,PS,,,,,
Tokimeki Memorial 2: Music Video Clips: Circus de Ai Imashou,Konami,18th Apr 02,PS2,,,,,
Tokimeki Memorial 2: Taisen Pazurudama,KCET,15th Mar 01,PS,,,,,
Tokimeki Memorial 3: Yakusoku no Ano Basho de,Konami,20th Dec 01,PS2,,,,,
Tokimeki Memorial Drama Series Vol.1: Nijiiro no Seishun,Konami,10th Jul 97,PS,,,,,
Tokimeki Memorial Drama Series Vol.1: Nijiiro no Seishun,Konami,10th Jul 97,SAT,,,,,
Tokimeki Memorial Drama Series Vol.2: Irodori no Love Song,Konami,26th Mar 98,PS,,,,,
Tokimeki Memorial Drama Series Vol.2: Irodori no Love Song,Konami,26th Mar 98,SAT,,,,,
Tokimeki Memorial Drama Series Vol.3: Tabidachi no Uta,Konami,01st Apr 99,PS,,,,,
Tokimeki Memorial Drama Series Vol.3: Tabidachi no Uta,Konami,01st Apr 99,SAT,,,,,
Tokimeki Memorial Pocket,KCEK,11th Feb 99,GB,,,,,
Tokimeki Memorial Selection: Fujisaki Shiori,Konami,27th Mar 97,PS,,,,,
Tokimeki Memorial Selection: Fujisaki Shiori,Konami,27th Mar 97,SAT,,,,,
Tokimeki Memorial: Densetsu no Ki no Shita de,KCEO,09th Feb 96,SNES,,,,,
Tokimeki Memorial: Forever with You,Konami,01st Jan 97,PC,,,,,
Tokimeki Memorial: Forever with You,Konami,11th Nov 09,PSN,,,,,
Tokimeki Memorial: Girl's Side 1st Love Typing,Konami,04th Jun 04,PC,,,,,
Tokimeki Memorial: Girl's Side 2nd Kiss Typing,Konami,15th Mar 07,PC,,,,,
Tokimeki Memorial: Taisen Pazurudama,Konami,01st Jan 96,PC,,,,,
Tokimeki Memorial: Taisen Tokkaedama,Konami,07th Aug 97,SAT,,,,,
Tokimeki Memorial: Taisen Tokkaedama,Konami,19th Jun 97,PS,,,,,
Tokobot,Tecmo,17th Dec 08,PSN,,,,,
Tokobot Plus: Mysteries of the Karakuri,Tecmo,24th Oct 06,PS2,,,,,
Tokoro's Mahjong,Syscom,23rd Sep 94,SNES,,,,,
Tokoro's Mahjong Jr.,Vic Tokai,22nd Dec 94,GB,,,,,
Tokoro-San no Setagaya Country Club,Natsume,11th Aug 00,GB,,,,,
Tokusatsu Bouken Katsugeki Super Hero Retsuden,ALU,27th Jul 00,DC,,,,,
Tokutenryoku Gakushuu DS: Chuu-1 Eigo,Benesse,05th Feb 08,DS,,,,,
Tokutenryoku Gakushuu DS: Chuu-2 Eigo,Benesse,05th Feb 08,DS,,,,,
Tokutenryoku Gakushuu DS: Chuu-3 Eigo,Benesse,05th Feb 08,DS,,,,,
Tokyo Bus Annai: Bijin Bug Guide Tenjou Pack,Fortyfive,21st Dec 00,DC,,,,,
Tokyo Bus Guide,Fortyfive,23rd Dec 99,DC,,,,,
Tokyo Disneyland: Fantasy Tour,Tomy,24th Jul 98,GB,,,,,
Tokyo Disneyland: Mickey no Cinderella Shiro Mystery Tour,GRC,22nd Dec 95,GB,,,,,
Tokyo Friend Pack II Ketteiban: Minna de Chousen! Taikan Attraction,Spike,03rd Dec 09,Wii,,,,,
Tokyo Majin Gakuen: Fuju Houroku,"Asmik Ace Entertainment, Inc",12th Oct 00,WS,,,,,
Tokyo Majin Gakuen: Fuju Houroku,"Asmik Ace Entertainment, Inc",01st Apr 04,GBA,,,,,
Tokyo Majin Gakuen: Gehoujou,"Asmik Ace Entertainment, Inc",24th Jan 02,PS,,,,,
Tokyo Majin Gakuen: Kaihoujyou Kefurokou,"Asmik Ace Entertainment, Inc",12th Aug 04,PS2,,,,,
Tokyo Majin Gakuen: Ken Kaze Tobari,"Asmik Ace Entertainment, Inc",18th Jun 98,PS,,,,,
Tokyo Majin Gakuen: Kenpuu Chou Emaki,Shout! Designworks,13th Jul 00,PS,,,,,
Tokyo Majin Gakuen: Oboro-Kitan,"Asmik Ace Entertainment, Inc",22nd Apr 99,PS,,,,,
Tokyo Majin Gakuen: Teisenjou,Marvelous Interactive,,DS,,,,,
Tokyo Mono Harashi: Karasu no Mori Gakuen Kitan,Atlus Co.,,PSP,,,,,
Tokyo Odaiba Casino,Success,21st Feb 08,DS,,,,,
Tokyo Twilight Busters: Kindan no Ikenie Teito Jigokuhen,Starfish SD,14th Oct 10,DS,,,,,
Tokyo Xanadu eX+,Nihon Falcom Corporation,08th Dec 17,PSV,,,,,
Tokyo Xtreme Racer 2,Genki,01st Sep 00,DC,,,,,
Tokyo Xtreme Racer DRIFT 2,Genki,17th Apr 07,PS2,,,,,
Tom & Jerry,Riedel Software,01st Apr 93,SNES,,,,,
Tom & Jerry,Beam Software,01st Oct 92,GB,,,,,
Tom & Jerry: The Magic Ring,Cave Barn Studios,21st Feb 02,GBA,,,,,
Tom & Jerry: The Ultimate Game of Cat and Mouse!,Software Creations,01st Dec 91,NES,,,,,
Tom and Jerry,Morning Star Multimedia,27th Sep 99,GB,,,,,
